surface	cab_norm	count	class	ruling	result	reason
Ebne	Ebene	1	residual	reject	Ebne	elision valid modern German
Krystalls	Kristalls	1	residual	accept	Kristalls	y→i modernization
hervorgezogne	hervorgezogene	1	residual	reject	hervorgezogne	elision stays
wüſte	wüsste	1	residual	reject	wüste	adjective wüste, not wüsste
Ocean	Ozean	1	residual	accept	Ozean	c→z Latinate modernization
zuſammenbefaſst	zusammenbefasst	1	ss_audit	accept	zusammenbefasst	short a takes ss
Möment	Moment	1	residual	accept	Moment	print damage: stray umlaut
exiſtirenden	existierenden	1	residual	accept	existierenden	-irt→-iert
hiegegen	hiergegen	1	residual	accept	hiergegen	hie-→hier- per plan precedent
Bekenntniſs	Bekenntnis	1	residual	accept	Bekenntnis	word-final ſs→s
Hervorgang	Herrvorgang	1	residual	reject	Hervorgang	CAB garbles the word
ſelbſtbewuſstlosen	selbstbewusstlosen	1	ss_audit	accept	selbstbewusstlosen	bewußt→bewusst, short u
exiſtirte	existierte	1	residual	accept	existierte	-irt→-iert
Untre	Untere	1	residual	reject	Untre	elision stays
vindicirt	vindiziert	1	residual	accept	vindiziert	c→z, -irt→-iert
Denkenſuchte	Denkensuche	1	residual	rewrite	Denken suchte	print fusion of two words
hohlt	holt	1	residual	accept	holt	silent h dropped
gährenden	gehrenden	1	residual	rewrite	gärenden	gähren→gären; CAB wrong
Looſes	Loses	1	residual	accept	Loses	Loos→Los
Loos	Los	1	residual	accept	Los	double vowel simplified
zufalligen	zufallen	1	residual	rewrite	zufälligen	missing umlaut in print
lung	Lunge	1	residual	reject	lung	print split of Handlung
entlaſſen	entlassen	1	ss_audit	accept	entlassen	short a keeps ss
verſchiedne	verschiedene	1	residual	reject	verschiedne	elision stays
Geſänges	Gesänge	1	residual	reject	Gesänges	Hegel's genitive kept
weiſſen	weißen	1	residual	accept	weißen	ei diphthong takes ß
Straſſen	Straßen	1	residual	accept	Straßen	long a takes ß
Seeligkeit	Seligkeit	1	residual	accept	Seligkeit	double vowel simplified
vergieſst	vergießt	1	residual	accept	vergießt	long ie takes ß
untern	unteren	1	residual	reject	untern	elision stays
entſtandne	entstandene	1	residual	reject	entstandne	elision stays
Schikſal	Schicksal	1	residual	accept	Schicksal	k→ck
Schmauſs	Schmaus	1	residual	accept	Schmaus	Schmaus ends single s
betriegt	betrügt	1	residual	accept	betrügt	archaic ie→ü, same verb
flieſst	fließt	1	residual	accept	fließt	long ie takes ß
groſsmüthigen	großmütigen	1	residual	accept	großmütigen	long o takes ß; th→t
…	...	1	residual	reject	…	punctuation stays as printed
verworfnen	verworfenen	1	residual	reject	verworfnen	elision stays
gegeſſen	gegessen	1	ss_audit	accept	gegessen	short e keeps ss
Gährung	Gehrung	1	residual	rewrite	Gärung	gähren→gären; CAB wrong
Geheimniſſes	Geheimnisses	1	ss_audit	accept	Geheimnisses	short i keeps ss
genieſſende	genießende	1	residual	accept	genießende	long ie takes ß
lautre	lautere	1	residual	reject	lautre	elision stays
vielnahmige	vielnamige	1	residual	accept	vielnamige	Nahme→Name
abgelaſſen	abgelassen	1	ss_audit	accept	abgelassen	short a keeps ss
Brods	Brots	1	residual	accept	Brots	Brod→Brot
bewuſstloſer	bewusstloser	1	ss_audit	accept	bewusstloser	bewußt→bewusst, short u
Erſtern	Ersteren	1	residual	reject	Erstern	elision stays
mitlebendes	Mitlebendes	1	residual	reject	mitlebendes	CAB changes case
ſchloſs	schloss	1	ss_audit	accept	schloss	short o takes ss
Geſammtvolk	Gesamtvolk	1	residual	accept	Gesamtvolk	sammt→samt
Geſammthimmel	Gesamthimmel	1	residual	accept	Gesamthimmel	sammt→samt
Entſchlüſſen	Entschlüssen	1	ss_audit	accept	Entschlüssen	short ü keeps ss
Innerlichkelt	Innerlichkelte	1	residual	rewrite	Innerlichkeit	OCR: keit misread
aufgeschloſſen	aufgeschlossen	1	ss_audit	accept	aufgeschlossen	short o keeps ss
Geschäſſte	Geschasste	1	residual	rewrite	Geschäfte	ff→f; Hegel's -e form kept
Gesammtheit	Gesamtheit	1	residual	accept	Gesamtheit	sammt→samt
bracht	brachte	1	residual	reject	bracht	print split of vollbracht
überflüſſigerweise	überflüssigerweise	1	ss_audit	accept	überflüssigerweise	short ü keeps ss
Ueberfluſs	Überfluß	1	residual	rewrite	Überfluss	short u takes ss post-1996
Thatigen	Tatchen	1	residual	rewrite	Tätigen	th→t; missing umlaut
Abei	Abi	1	residual	rewrite	Aber	OCR of Aber
Selbstvergeſſenheit	Selbstvergessenheit	1	ss_audit	accept	Selbstvergessenheit	short e keeps ss
Begräntzung	Begrenzung	1	residual	accept	Begrenzung	tz→z, ä→e
sichres	sicheres	1	residual	reject	sichres	elision stays
Uibergewicht	Übergewicht	1	residual	accept	Übergewicht	Ui→Ü
traurend	trauernd	1	residual	accept	trauernd	trauren→trauern
ausgeschloſſen	ausgeschlossen	1	ss_audit	accept	ausgeschlossen	short o keeps ss
halt	halte	1	residual	rewrite	hält	context: hält, umlaut missing
überlaſſene	überlassene	1	ss_audit	accept	überlassene	short a keeps ss
Entschluſſes	Entschlusses	1	ss_audit	accept	Entschlusses	short u keeps ss
auseinandergelaſſnen	auseinandergelassnen	1	ss_audit	accept	auseinandergelassnen	elision kept, ss correct
bekömmt	bekommt	1	residual	reject	bekömmt	archaic inflection stays
auseinandergeriſſen	auseinandergerissen	1	ss_audit	accept	auseinandergerissen	short i keeps ss
vielformige	vielförmige	1	residual	accept	vielförmige	umlaut restored
eigenlichen	Eigenlichen	1	residual	rewrite	eigentlichen	OCR: missing t; keep lowercase
substantiirt	substantiiert	1	residual	accept	substantiiert	-irt→-iert
Nichtwiſſen	Nichtwissen	1	ss_audit	accept	Nichtwissen	short i keeps ss
aufzuschlieſsen	aufzuschließen	1	residual	accept	aufzuschließen	long ie takes ß
Schicksalsschweſtern	Schicksalsschwestern	1	ss_audit	accept	Schicksalsschwestern	ſ→s only
Verheiſſungen	Verheissungen	1	ss_audit	rewrite	Verheißungen	ei diphthong takes ß
verlieſs	verließ	1	residual	accept	verließ	long ie takes ß
untre	untere	1	residual	reject	untre	elision stays
schloſs	schloss	1	ss_audit	accept	schloss	short o takes ss
büſst	büßt	1	residual	accept	büßt	long ü takes ß
Verborgnen	Verborgenen	1	residual	reject	Verborgnen	elision stays
Persönen	Personen	1	residual	accept	Personen	print damage: stray umlaut
selbſts	Selbsts	1	residual	reject	selbsts	CAB changes case
bittrer	bitterer	1	residual	reject	bittrer	elision stays
nothwendigere	Notwendigere	1	residual	rewrite	notwendigere	th→t; keep lowercase
Schmauſſe	Schmause	1	residual	accept	Schmause	dative of Schmaus
reſpectirenden	respektierenden	1	residual	accept	respektierenden	c→k, -irt→-iert
Gemeinwesens’	Gemeinwesens	1	residual	reject	Gemeinwesens’	printed apostrophe stays
anmaſst	anmaßt	1	residual	accept	anmaßt	long a takes ß
Naktheit	Nacktheit	1	residual	accept	Nacktheit	k→ck
Aengſtlichkeit	Ängstlichkeit	1	residual	accept	Ängstlichkeit	Ae→Ä
Sich-wohlseyn-laſſen	Sich-wohlseyn-lassen	1	ss_audit	rewrite	Sich-wohlsein-lassen	seyn→sein
entäuſſertes	entäußertes	1	residual	accept	entäußertes	äu diphthong takes ß
Bewandniſſes	Bewandtnisse	1	residual	rewrite	Bewandtnisses	modern Bewandtnis; genitive kept
Religiou	Religio	1	residual	rewrite	Religion	OCR of Religion
Besondre	Besondere	1	residual	reject	Besondre	elision stays
präsentirt	präsentiert	1	residual	accept	präsentiert	-irt→-iert
Iahreszeiten	Jahreszeiten	1	residual	accept	Jahreszeiten	I→J typographic
veräuſſerten	veräußerten	1	residual	accept	veräußerten	äu diphthong takes ß
Entäuſſerungen	Entäusserungen	1	ss_audit	rewrite	Entäußerungen	äu diphthong takes ß
freygelaſſenen	Freigelassenen	1	residual	rewrite	freigelassenen	ey→ei; keep lowercase
baltlose	baltelose	1	residual	rewrite	haltlose	OCR of haltlose
bewuſsiloſen	bewussilosen	1	ss_audit	rewrite	bewusstlosen	OCR of bewusstlosen
Selbſtbewuſsſeyns	Selbstbewussseyns	1	ss_audit	rewrite	Selbstbewusstseins	missing t; seyn→sein
Blöſſe	Blöße	1	residual	accept	Blöße	long ö takes ß
Unmittelbarkeir	Unmittelbarkir	1	residual	rewrite	Unmittelbarkeit	OCR: final t
innhaltslose	inhaltslose	1	residual	accept	inhaltslose	double n simplified
insoſern	insofern	1	residual	accept	insofern	ſ is misread f
oſſenbar	ossenbar	1	ss_audit	rewrite	offenbar	ſſ is misread ff
ausdrükt	ausdrückt	1	residual	accept	ausdrückt	k→ck
ſelbſts	Selbsts	1	residual	reject	selbsts	CAB changes case
finnlichen	fennlichen	1	residual	rewrite	sinnlichen	f is misread ſ
auſſtand	ausstand	1	ss_audit	rewrite	aufstand	context: aufstand, misread f
Vermittelung	Vermittlung	1	residual	reject	Vermittelung	valid variant form
äusserlich	äußerlich	1	residual	accept	äußerlich	äu diphthong takes ß
Selbstbewuſsseyn	Selbstbewussseyn	1	ss_audit	rewrite	Selbstbewusstsein	missing t; seyn→sein
ausgeſprochne	ausgesprochene	1	residual	reject	ausgesprochne	elision stays
Ausſprechenden	Aussprechenden	1	ss_audit	accept	Aussprechenden	aus+sprechenden, ss correct
zurückläſst	zurücklässt	1	ss_audit	accept	zurücklässt	short a takes ss
bezichen	bezechen	1	residual	rewrite	beziehen	OCR of beziehen
Aeuſſerliche	Äußerliche	1	residual	accept	Äußerliche	Ae→Ä; äu takes ß
erkenntniſsloses	erkenntnissloses	1	ss_audit	rewrite	erkenntnisloses	Erkenntnis+los, single s
Todtes	Totes	1	residual	accept	Totes	dt→t
andersſeyn	Anderssein	1	residual	rewrite	anderssein	seyn→sein; keep lowercase
Unmittelburkeit	Unmittelbarkeit	1	residual	accept	Unmittelbarkeit	OCR: u for a
eingeſchloſſenen	eingeschlossenen	1	ss_audit	accept	eingeschlossenen	short o keeps ss
auſſere	ausser	1	residual	rewrite	äußere	context: äußere Ordnung
Erkenntniſſes	Erkenntnisses	1	ss_audit	accept	Erkenntnisses	short i keeps ss
daſeyenden	da-seienden	1	residual	rewrite	daseienden	seyend→seiend; no hyphen
erstgebohrne	erstgeborene	1	residual	rewrite	erstgeborne	silent h dropped; elision stays
geheiſſen	geheißen	1	residual	accept	geheißen	ei diphthong takes ß
Preiſſe	Preise	1	residual	accept	Preise	Preis has single s
entäuſſerten	Entäußerten	1	residual	rewrite	entäußerten	CAB wrongly capitalizes
gutgebliebne	gutgebliebene	1	residual	reject	gutgebliebne	elision stays
h	h.	1	residual	reject	h	punctuation stays; from d. h.
ſelbſtſtändig	selbständig	1	residual	reject	selbstständig	selbstständig valid modern
angegebnen	angegebenen	1	residual	reject	angegebnen	elision stays
Conſtituirung	Konstituierung	1	residual	accept	Konstituierung	C→K, -irung→-ierung
Verſohnung	Versöhnung	1	residual	accept	Versöhnung	missing umlaut restored
Misverſtändniſſe	Missverständnisse	1	residual	accept	Missverständnisse	miss- prefix, short i
Ebendiſs	Ebendiss	1	ss_audit	rewrite	Ebendies	diſs=dies; case kept
Dieſelbigkeit	Selbigkeit	1	residual	reject	Dieselbigkeit	CAB drops Die-
meuſchlichen	muschligen	1	residual	rewrite	menschlichen	OCR of menschlichen
insbeſondre	insbesondere	1	residual	reject	insbesondre	elision stays
Vergeſſen	Vergessen	1	ss_audit	accept	Vergessen	short e keeps ss
geſtorbne	gestorbene	1	residual	reject	gestorbne	elision stays
hieſſe	hieße	1	residual	accept	hieße	long ie takes ß
Verlaſſen	Verlassen	1	ss_audit	accept	Verlassen	short a keeps ss
eigentlichern	eigentlicheren	1	residual	reject	eigentlichern	elision stays
insich	in-sich	1	residual	reject	insich	compound stays unhyphenated
Ergreiſſen	Ergreisen	1	residual	rewrite	Ergreifen	ſſ misread ff; Ergreifen
angegebner	angegebener	1	residual	reject	angegebner	elision stays
ergriffne	ergriffene	1	residual	reject	ergriffne	elision stays
abgezogne	abgezogene	1	residual	reject	abgezogne	elision stays
aufschlieſst	aufschließt	1	residual	accept	aufschließt	long ie takes ß
Bewuſstſezu	Bewusstsezu	1	ss_audit	rewrite	Bewusstsein	OCR of Bewusstseyn
Bewuſstsseyn	Bewusstsein	1	residual	accept	Bewusstsein	stray s; seyn→sein
Ueberwindung	Überwindung	1	residual	accept	Überwindung	Ue→Ü
Erfaſſens	Erfassens	1	ss_audit	accept	Erfassens	short a keeps ss
preisgegebne	preisgegebene	1	residual	reject	preisgegebne	elision stays
hinausſtellt	hinausstellt	1	ss_audit	accept	hinausstellt	hinaus+stellt, ss correct
nehmlich	nämlich	1	residual	accept	nämlich	nehmlich→nämlich
nichthandelnden	Nichthandelnden	1	residual	reject	nichthandelnden	CAB changes case
Ablaſſen	Ablassen	1	ss_audit	accept	Ablassen	short a keeps ss
Ungleichkeit	Ungleichkit	1	residual	reject	Ungleichkeit	CAB garbles the word
exiſtirter	existierter	1	residual	rewrite	existierte er	print fusion: existirte er
fürſichseyendes	für-sich-seiendes	1	residual	rewrite	fürsichseiendes	seyend→seiend; no hyphens
Selbſtes	Selbsts	1	residual	reject	Selbstes	Hegel's genitive form kept
entriſſen	entrissen	1	ss_audit	accept	entrissen	short i keeps ss
begriffnes	begriffenes	1	residual	reject	begriffnes	elision stays
Fürſich	Für-sich	1	residual	reject	Fürsich	no hyphenation
Eh	Ehe	1	residual	rewrite	Ehe	apocope; modern ehe
entdekt	entdeckt	1	residual	accept	entdeckt	k→ck
überlaſſne	überlassene	1	residual	reject	überlassne	elision stays; ss correct
Unterschiedne	Unterschiedene	1	residual	reject	Unterschiedne	elision stays
unüberwundnen	unüberwundenen	1	residual	reject	unüberwundnen	elision stays
wiſſens	Wissens	1	residual	reject	wissens	CAB changes case
verschiedne	verschiedene	1	residual	reject	verschiedne	elision stays
Entlaſſen	Entlassen	1	ss_audit	accept	Entlassen	short a keeps ss
verschwundnes	verschwundenes	1	residual	reject	verschwundnes	elision stays
neugeborne	neugeborene	1	residual	reject	neugeborne	elision stays
begriffnen	begriffenen	1	residual	reject	begriffnen	elision stays
begriffne	begriffene	1	residual	reject	begriffne	elision stays
thöricht	töricht	0	ops	rewrite	töricht	ops patch target; th→t
beſtimmtem	bestimmtem	0	ops	accept	bestimmtem	errata-introduced form
Insichseyn	Insichseyn	5	cab_unnormalized	rewrite	Insichsein	CAB unnormalized; ey→ei, form kept
Insichseyns	Insichseyns	3	cab_unnormalized	rewrite	Insichseins	CAB unnormalized; ey→ei, form kept
inſichſeyn	inſichſeyn	3	cab_unnormalized	rewrite	insichsein	CAB unnormalized; ey→ei, form kept
Inſichſeyns	Inſichſeyns	3	cab_unnormalized	rewrite	Insichseins	CAB unnormalized; ey→ei, form kept
Inſichſeyn	Inſichſeyn	2	cab_unnormalized	rewrite	Insichsein	CAB unnormalized; ey→ei, form kept
Fürmichseyn	Fürmichseyn	2	cab_unnormalized	rewrite	Fürmichsein	CAB unnormalized; ey→ei, form kept
inſichſeyende	inſichſeyende	2	cab_unnormalized	rewrite	insichseiende	CAB unnormalized; ey→ei, form kept
reflectirt-seyn	reflectirt-seyn	1	cab_unnormalized	rewrite	reflektiert-sein	printed hyphen kept; c→k, ey→ei
inſichſeyenden	inſichſeyenden	1	cab_unnormalized	rewrite	insichseienden	CAB unnormalized; ey→ei, form kept
nichtanſichſeyende	nichtanſichſeyende	1	cab_unnormalized	rewrite	nichtansichseiende	CAB unnormalized; ey→ei, form kept
beyherspielende	beyherspielende	1	cab_unnormalized	rewrite	beiherspielende	CAB unnormalized; ey→ei, form kept
Bewutstseyns	Bewutstseyns	1	cab_unnormalized	rewrite	Bewusstseins	print damage for Bewuſstseyns
Einzelnheit-seyns	Einzelnheit-seyns	1	cab_unnormalized	rewrite	Einzelnheit-seins	CAB unnormalized; ey→ei, form kept
beyherspielt	beyherspielt	1	cab_unnormalized	rewrite	beiherspielt	CAB unnormalized; ey→ei, form kept
nichtdaſeyende	nichtdaſeyende	1	cab_unnormalized	rewrite	nichtdaseiende	CAB unnormalized; ey→ei, form kept
Furſichſeyns	Furſichſeyns	1	cab_unnormalized	rewrite	Fürsichseins	print omits umlaut; ey→ei
sichseyendes	sichseyendes	1	cab_unnormalized	rewrite	sichseiendes	CAB unnormalized; ey→ei, form kept
Nichtseyende	Nichtseyende	1	cab_unnormalized	rewrite	Nichtseiende	CAB unnormalized; ey→ei, form kept
Fürsichselbstseyn	Fürsichselbstseyn	1	cab_unnormalized	rewrite	Fürsichselbstsein	CAB unnormalized; ey→ei, form kept
Zweyzüngigkeit	Zweyzüngigkeit	1	cab_unnormalized	rewrite	Zweizüngigkeit	CAB unnormalized; ey→ei, form kept
Entzweyt-	Entzweyt-	1	cab_unnormalized	rewrite	Entzweit-	CAB unnormalized; ey→ei, form kept
insichseyenden	insichseyenden	1	cab_unnormalized	rewrite	insichseienden	CAB unnormalized; ey→ei, form kept
cheley	cheley	1	cab_unnormalized	rewrite	chelei	split tail of -cheley words
Beyherspielen	Beyherspielen	1	cab_unnormalized	rewrite	Beiherspielen	CAB unnormalized; ey→ei, form kept
Fursichseyn	Fursichseyn	1	cab_unnormalized	rewrite	Fürsichsein	print omits umlaut; ey→ei
Daseyus	Daseyus	1	cab_unnormalized	rewrite	Daseins	print damage for Daseyns
entzweytedie	entzweytedie	1	cab_unnormalized	rewrite	entzweite die	print fusion of two words
fürsichseyend	fürsichseyend	1	cab_unnormalized	rewrite	fürsichseiend	CAB unnormalized; ey→ei, form kept
fürsichseyendem	fürsichseyendem	1	cab_unnormalized	rewrite	fürsichseiendem	CAB unnormalized; ey→ei, form kept
reinſeyende	reinſeyende	1	cab_unnormalized	rewrite	reinseiende	CAB unnormalized; ey→ei, form kept
