surface	cab_norm	count	class	ruling	result	reason
abloͤſen	ablösen	1	residual	accept	ablösen	hegel1-paare
Ewig„keit	Ewigkeit	1	residual	accept	Ewigkeit	cab
aſſicirt	assicirt	1	ss_audit	accept	assicirt	cab
naͤhernden	nähernden	1	residual	accept	nähernden	cab
Gruͤnem	Grünem	1	residual	accept	Grünem	cab
Misbrauch	Missbrauch	1	residual	accept	Missbrauch	hegel2
Vorausſchickung	Vorausschickung	1	ss_audit	accept	Vorausschickung	cab
Qualitaͤts-Aenderung	Qualitäts-Änderung	1	residual	accept	Qualitäts-Änderung	cab
Finſterniſſe	Finsternisse	1	ss_audit	accept	Finsternisse	cab
Ignoriren	Ignorieren	1	residual	accept	Ignorieren	hegel2
Raumerfuͤllend	Raumerfüllend	1	residual	accept	Raumerfüllend	cab
Gliedmaſſen	Gliedmaßen	1	residual	accept	Gliedmaßen	hegel2
Erlaͤuterten	Erläuterten	1	residual	accept	Erläuterten	cab
gehoͤrigen	gehörigen	1	residual	accept	gehörigen	cab
Merkwuͤrdigkeit	Merkwürdigkeit	1	residual	accept	Merkwürdigkeit	cab
Aufthuͤrmen	Auftürmen	1	residual	accept	Auftürmen	hegel2
inkommenſurabeln	inkommensurablen	1	residual	accept	inkommensurablen	cab
Foͤrderliche	Förderliche	1	residual	accept	Förderliche	cab
Goͤbhard	Göbhard	1	residual	accept	Göbhard	cab
zufaͤllig	zufällig	1	residual	accept	zufällig	hegel1-paare
Wiſſenſchaftlichen	Wissenschaftlichen	1	ss_audit	accept	Wissenschaftlichen	cab
Rothem	rotem	1	residual	accept	rotem	hegel2
gaͤb	gäbe	1	residual	accept	gäbe	cab
neutraliſirenden	neutralisierenden	1	residual	accept	neutralisierenden	hegel2
raͤſonnirendem	räsonierendem	1	residual	accept	räsonierendem	hegel2
rotundis	Rotunde	1	residual	accept	Rotunde	cab
Merkmahle	Merkmale	1	residual	accept	Merkmale	hegel1-tabelle
hinausgefuͤhrte	hinausgeführte	1	residual	accept	hinausgeführte	cab
dunkeln	dunklen	1	residual	reject	dunkeln	hegel1-paare
abſchlieſſen	abschließen	1	residual	accept	abschließen	hegel2
ungetruͤbten	ungetrübten	1	residual	accept	ungetrübten	cab
Loos	Los	1	residual	accept	Los	hegel1-paare
uͤbertrift	übertrifft	1	residual	accept	übertrifft	hegel2
repellirend	rebellierend	1	residual	accept	rebellierend	hegel2
ſproͤde	spröde	1	residual	accept	spröde	hegel1-paare
Auſſer-ſich-gehen	Ausser-sich-gehen	1	ss_audit	accept	Ausser-sich-gehen	cab
Elemen„tarſubſtanzen	Elementarsubstanzen	1	residual	accept	Elementarsubstanzen	cab
continuire	kontinuiere	1	residual	accept	kontinuiere	hegel2
retardirte	retardierte	1	residual	accept	retardierte	hegel2
Ueberſchrift	Überschrift	1	residual	accept	Überschrift	hegel2
haͤuffe	häufe	1	residual	accept	häufe	hegel2
Unvollſtaͤndigkeit	Unvollständigkeit	1	residual	accept	Unvollständigkeit	cab
negirtes	negiertes	1	residual	accept	negiertes	hegel2
maͤchtig	mächtig	1	residual	accept	mächtig	hegel1-paare
Erfahrungswiſſenſchaft	Erfahrungswissenschaft	1	ss_audit	accept	Erfahrungswissenschaft	cab
Hauptgeſchaͤft	Hauptgeschäft	1	residual	accept	Hauptgeschäft	cab
Feldmeſſen	Feldmessen	1	ss_audit	accept	Feldmessen	cab
moͤg„lich	möglich	1	residual	accept	möglich	cab
bekanntermaſſen	bekanntermaßen	1	residual	accept	bekanntermaßen	hegel2
uͤberwunden	überwunden	1	residual	accept	überwunden	hegel1-paare
beruͤhrenden	berührenden	1	residual	accept	berührenden	cab
Nichtſeyende	Nichtseyende	1	cab_unnormalized	rewrite	Nichtseiende	hegel1-paare
vorausſagen	voraussagen	1	ss_audit	accept	voraussagen	cab
gluͤcklicherweiſe	glücklicherweise	1	residual	accept	glücklicherweise	cab
merkwuͤrdigſten	merkwürdigsten	1	residual	accept	merkwürdigsten	cab
Zufaͤlliges	Zufälliges	1	residual	accept	Zufälliges	hegel1-paare
duͤrfe	dürfe	1	residual	accept	dürfe	hegel1-paare
nie„mals	niemals	1	residual	accept	niemals	cab
Beſchraͤnkungen	Beschränkungen	1	residual	accept	Beschränkungen	cab
ausdruͤcklicher	ausdrücklicher	1	residual	accept	ausdrücklicher	cab
ſchluͤßliche	schlüssliche	1	residual	accept	schlüssliche	cab
geſchmaͤlert	geschmälert	1	residual	accept	geschmälert	cab
perennirend	perennierend	1	residual	accept	perennierend	hegel2
Aufbuͤrgen	Aufbürgen	1	residual	accept	Aufbürgen	cab
zerſtoͤren	zerstören	1	residual	accept	zerstören	hegel1-paare
aͤuſſerli„che	äußerliche	1	residual	accept	äußerliche	cab
neutraliſirt	neutralisiert	1	residual	accept	neutralisiert	hegel2
deducirten	deduzierten	1	residual	accept	deduzierten	hegel2
entlaſſen	entlassen	1	ss_audit	accept	entlassen	hegel1-paare
woruͤber	worüber	1	residual	accept	worüber	hegel1-paare
Aeuſſere	Äußere	1	residual	accept	Äußere	hegel1-tabelle
gaͤnzliche	gänzliche	1	residual	accept	gänzliche	hegel1-paare
Kuͤnſteleyen	Künsteleien	1	residual	accept	Künsteleien	hegel2
ſtoͤrende	störende	1	residual	accept	störende	cab
Erſchuͤtterung	Erschütterung	1	residual	accept	Erschütterung	cab
uͤberlaſſen	überlassen	1	residual	accept	überlassen	hegel1-paare
ſchaͤdlich	schädlich	1	residual	accept	schädlich	cab
durchlaͤuft	durchläuft	1	residual	accept	durchläuft	cab
gegenuͤberſtehende	gegenüberstehende	1	residual	accept	gegenüberstehende	hegel1-paare
Quantitaͤts-	Quantitäts-	1	residual	accept	Quantitäts-	cab
erklaͤren	erklären	1	residual	accept	erklären	hegel1-paare
umſchloſſen	umschlossen	1	ss_audit	accept	umschlossen	cab
hinausgefuͤhrt	hinausgeführt	1	residual	accept	hinausgeführt	cab
einzulaſſen	einzulassen	1	ss_audit	accept	einzulassen	hegel1-paare
Unaufloͤsbarkeit	Unauflösbarkeit	1	residual	accept	Unauflösbarkeit	cab
vorgaͤngige	vorgängige	1	residual	accept	vorgängige	cab
Hervorgangs	Herrvorgangs	1	residual	reject	Hervorgangs	hegel1-paare
Nichtſe	Nichts	1	residual	accept	Nichts	cab
Verwandſchaft	Verwandtschaft	1	residual	accept	Verwandtschaft	hegel2
Ausſen	Aussen	1	ss_audit	rewrite	Außen	hegel1-paare
unbetraͤchtlich	unbeträchtlich	1	residual	accept	unbeträchtlich	cab
verfloſſene	verflossene	1	ss_audit	accept	verflossene	cab
vernachlaͤſſigte	vernachlässigte	1	residual	accept	vernachlässigte	cab
druͤckend	drückend	1	residual	accept	drückend	cab
vernuͤnftiger	vernünftiger	1	residual	accept	vernünftiger	cab
wiederhohlende	wiederholende	1	residual	accept	wiederholende	hegel2
muͤndlich	mündlich	1	residual	accept	mündlich	cab
Fuͤr-ſichſeyn	Für-sich-sein	1	residual	accept	Für-sich-sein	cab
Maaßloſen	Maßlosen	1	residual	accept	Maßlosen	hegel2
Desorientirung	Desorientierung	1	residual	accept	Desorientierung	hegel2
allmaͤhliges	allmähliches	1	residual	accept	allmähliches	hegel2
indeß	indes	1	residual	accept	indes	hegel2
raͤſonnirenden	räsonierenden	1	residual	accept	räsonierenden	hegel1-tabelle
Ausſchlieſſenden	Ausschliessenden	1	ss_audit	accept	Ausschliessenden	cab
angehoͤrig	angehörig	1	residual	accept	angehörig	hegel1-paare
Elektricitaͤten	Elektrizitäten	1	residual	accept	Elektrizitäten	hegel1-paare
reichern	reicheren	1	residual	accept	reicheren	cab
Gebuͤrge	Gebirge	1	residual	accept	Gebirge	hegel2
wiederhohlendes	wiederholendes	1	residual	accept	wiederholendes	cab
Einfluſſes	Einflusses	1	ss_audit	accept	Einflusses	cab
laͤugnen	leugnen	1	residual	accept	leugnen	cab
Ausdruͤcken	Ausdrücken	1	residual	accept	Ausdrücken	cab
Reſultirende	Resultierende	1	residual	accept	Resultierende	hegel2
entaͤuſſert	entäußert	1	residual	accept	entäußert	hegel1-tabelle
Naͤhe	Nähe	1	residual	accept	Nähe	hegel1-paare
Erhaben„heit	Erhabenheit	1	residual	accept	Erhabenheit	cab
angeſchloſſen	angeschlossen	1	ss_audit	accept	angeschlossen	cab
gruͤndlichen	gründlichen	1	residual	accept	gründlichen	cab
Stikſtoffoxide	Stickstoffoxide	1	residual	accept	Stickstoffoxide	hegel2
Aſſertoriſche	Assertorische	1	ss_audit	accept	Assertorische	cab
Irrthuͤmer	Irrtümer	1	residual	accept	Irrtümer	hegel1-paare
Fermat	Fermate	1	residual	accept	Fermate	cab
Vornemlich	Vornehmlich	1	residual	accept	Vornehmlich	hegel2
zuwaͤchſt	zuwächst	1	residual	accept	zuwächst	cab
Auſſereinanderſeyns	Auseinanderseins	1	residual	rewrite	Außereinanderseins	hegel2
Groͤßenbeſtimmtheit	Größenbestimmtheit	1	residual	accept	Größenbestimmtheit	cab
Negirtwerden	Negiertwerden	1	residual	accept	Negiertwerden	hegel2
ſpeeifiſches	Speifisches	1	residual	accept	Speifisches	cab
Uebung	Übung	1	residual	accept	Übung	hegel2
qualitaͤtsloſen	qualitätslosen	1	residual	accept	qualitätslosen	cab
ſchlieſſend	schließend	1	residual	accept	schließend	hegel2
zuruͤckkommend	zurückkommend	1	residual	accept	zurückkommend	cab
uͤber-	über-	1	residual	accept	über-	cab
conſtruirt	konstruiert	1	residual	accept	konstruiert	hegel1-paare
vieljaͤhrige	vieljährige	1	residual	accept	vieljährige	cab
Centnern	Zentnern	1	residual	accept	Zentnern	hegel2
zweydritteln	zwei_Dritteln	1	residual	rewrite	zweidritteln	hegel2
Dafuͤrhalten	Dafürhalten	1	residual	accept	Dafürhalten	hegel1-paare
Raͤſonniren	Räsonieren	1	residual	accept	Räsonieren	hegel1-tabelle
naͤhert	nähert	1	residual	accept	nähert	hegel1-paare
Flaͤchen-	Flächen-	1	residual	accept	Flächen-	cab
Anfuͤhrungen	Anführungen	1	residual	accept	Anführungen	cab
exiſtirende	existierende	1	residual	accept	existierende	hegel1-tabelle
an-und-fuͤr-ſich	an-und-für-sich	1	residual	accept	an-und-für-sich	cab
befaſſende	befassende	1	ss_audit	accept	befassende	hegel1-paare
Eroͤrterte	Erörterte	1	residual	accept	Erörterte	cab
verſtaͤndlicher	verständlicher	1	residual	accept	verständlicher	cab
Temperiren	Temperieren	1	residual	accept	Temperieren	hegel2
unfaͤhig	unfähig	1	residual	accept	unfähig	hegel1-paare
Vielfaͤltiges	Vielfältiges	1	residual	accept	Vielfältiges	cab
Hiebey	Hierbei	1	residual	accept	Hierbei	hegel1-paare
gegenuͤberſtehend	gegenüberstehend	1	residual	accept	gegenüberstehend	hegel1-paare
attrahirte	attrahierte	1	residual	accept	attrahierte	cab
Ueberſchuſſe	Überschusse	1	residual	accept	Überschusse	mechanisch
zuruͤckgefuͤhrte	zurückgeführte	1	residual	accept	zurückgeführte	cab
Objectivitaͤt	Objektivität	1	residual	accept	Objektivität	hegel1-paare
ausdruͤcklich	ausdrücklich	1	residual	accept	ausdrücklich	cab
aͤhnlich	ähnlich	1	residual	accept	ähnlich	hegel1-paare
Heruͤber-	Herüber-	1	residual	accept	Herüber-	cab
beſſern	besseren	1	residual	rewrite	bessern	hegel1-tabelle

